NM_MUNICIPIO,NM_VOTAVEL,SG_PARTIDO,QT_VOTOS,PERCENTAGE
PEDRANÓPOLIS,RODRIGO DA FUNERÁRIA ,SOLIDARIEDADE,471,0.2172509225092251
VALENTIM GENTIL,CLAUDINEI DO SKINÃO,PRD,4439,0.5686651293876506
VALENTIM GENTIL,LIBERATO CALDEIRA,PSD,3367,0.4313348706123495
PRADÓPOLIS,SAULINHO,PSD,6421,0.5901112030144289
PRADÓPOLIS,THIAGO CASTRO,MDB,3323,0.3053947247495635
PRADÓPOLIS,PEDRINHO ARAGÃO,PP,689,0.06332138590203107
PRADÓPOLIS,EDER PINTO,PL,448,0.04117268633397666
IGARAPAVA,DR JOSÉ HUMBERTO,REPUBLICANOS,7162,0.49369270007582544
IGARAPAVA,TIAGO,MDB,6089,0.41972840697594266
IGARAPAVA,DRA. NILVA,PSD,1115,0.07685944716343834
IGARAPAVA,CESINHA,PT,141,0.009719445784793548
PONTAL,ZÉ CARLOS,MDB,16976,0.822600184135291
PONTAL,LUKAS CUIABANO,PP,3661,0.17739981586470902
ALAMBARI,JOÃO PAULO CARIOCA,PSD,3405,1.0
AREIAS,RODRIGO RAMOS,AVANTE,1857,0.6078559738134206
AREIAS,NETO,PSD,1198,0.3921440261865794
ARAMINA,LUIS SÉRGIO,REPUBLICANOS,2165,0.5807403433476395
ARAMINA,VITOR DO BODINHO,MDB,1563,0.41925965665236054
SANTO ANTÔNIO DO PINHAL,PARRÃO,PSD,3572,0.8037803780378038
SANTO ANTÔNIO DO PINHAL,CAREN MARTINS,PP,872,0.19621962196219622
CAMPOS NOVOS PAULISTA,FLAVIO DO POSTO,PSD,2571,0.7977040024821594
CAMPOS NOVOS PAULISTA,GIL GUERRERO,PSDB,652,0.20229599751784053
SALMOURÃO,SÔNIA GABAU,PSD,1686,0.5162278015921616
SALMOURÃO,MARQUINHOS,REPUBLICANOS,1580,0.48377219840783836
SÃO CARLOS,NETTO DONATO,PP,68178,0.5354012878906863
SÃO CARLOS,NEWTON LIMA,PT,50749,0.39853149049787967
SÃO CARLOS,MARIO CASALE,NOVO,8413,0.06606722161143395
ITOBI,MARANATA,MDB,2767,0.5741855156671508
ITOBI,DEDÉ,UNIÃO,1028,0.21332226603029675
ITOBI,MARCOS ESCAMES,PODE,705,0.14629591201494085
ITOBI,COLÔ,PSB,319,0.06619630628761154
PALMITAL,LUIS GUSTAVO,PSD,9244,0.7399935959013769
PALMITAL,GALO,PL,3248,0.26000640409862313
SANTA ROSA DE VITERBO,OMAR NAGIB,PSD,6170,0.5043734161693779
SANTA ROSA DE VITERBO,TADEU CICOLANI,CIDADANIA,6063,0.4956265838306221
JERIQUARA,ELAINE PINHEIRO,MDB,1605,0.543331076506432
JERIQUARA,ANINHA,PSD,1349,0.456668923493568
DOIS CÓRREGOS,TIÃO MAZZIERO,PSD,6773,0.5270406972220061
DOIS CÓRREGOS,BUCHINHA,PL,6078,0.4729593027779939
GENERAL SALGADO,THIAGO DA FARMACIA,UNIÃO,3778,0.6036108004473558
GENERAL SALGADO,KATIAZAO,PSD,2287,0.36539383288065186
GENERAL SALGADO,RAMIRO,PSB,134,0.02140917079405656
GENERAL SALGADO,ANDRE BOLINHA,PSOL,60,0.009586195877935773
MARAPOAMA,LOURENÇO,PL,1064,0.43199350385708485
MARAPOAMA,NATALIA PSICOLOGA,PODE,749,0.3041006902151847
MARAPOAMA,ELAINE ROTTA,REPUBLICANOS,650,0.2639058059277304
GUARUJÁ,FARID MADI,PODE,70753,0.4253823769900438
GUARUJÁ,RAPHAEL VITIELLO,PP,42398,0.25490596892886347
GUARUJÁ,NICOLACI,PL,19223,0.1155728440190467
GUARUJÁ,PEPE DA CITY,PSB,11483,0.06903828579673897
GUARUJÁ,THAÍS MARGARIDO,UNIÃO,10999,0.0661283728536386
GUARUJÁ,CLAUDIO FERNANDO,NOVO,5342,0.03211726227694676
GUARUJÁ,CORONEL ROGÉRIO,PRTB,2915,0.017525612043672742
GUARUJÁ,SIDNEI ARANHA,PC do B,2436,0.014645760184695301
GUARUJÁ,ZÉ MANOEL,PSOL,779,0.00468351690635371
MOGI MIRIM,DR PAULO SILVA,PDT,14936,0.3376511811913643
MOGI MIRIM,SÔNIA MÓDENA,PP,14487,0.3275008477449983
MOGI MIRIM,ALEXANDRE BUENO,REPUBLICANOS,8028,0.1814852492370295
MOGI MIRIM,JOELMA FRANCO,NOVO,4859,0.10984514524697638
MOGI MIRIM,DRA LUCIA TENORIO,MDB,1925,0.04351757657963151
CAÇAPAVA,YAN LOPES,PODE,18223,0.34386911725855757
CAÇAPAVA,DELEGADO HUGO,PL,13882,0.26195418349247085
CAÇAPAVA,PÉTALA,REPUBLICANOS,13827,0.2609163301505831
CAÇAPAVA,VILELA,PSD,6394,0.1206551685096426
CAÇAPAVA,PAULO EUGENIO,MDB,668,0.012605200588745896
MATÃO,CIDO FERRARI,PT,27431,0.6393576356516875
MATÃO,SÔNIA MOURA,PL,14734,0.3434178631363043
MATÃO,ALEXANDRE DE CINQUE,PSD,739,0.017224501212008206
FARTURA,MARCÃO DO HARAS,PSD,4743,0.4896252709817281
FARTURA,LUCIANO FILÉ,PSDB,4047,0.417776401362651
FARTURA,LAURO ROGERIO,PSB,897,0.09259832765562094
MESÓPOLIS,ALEX PIMENTEL,REPUBLICANOS,882,0.511600928074246
MESÓPOLIS,J CARLOS,PSD,842,0.48839907192575405
LINDÓIA,LUCIANO LOPES,MDB,3535,0.7995928522958606
LINDÓIA,JULIANO MOREIRA,REPUBLICANOS,886,0.20040714770413934
BOITUVA,EDSON MARCUSSO,PSD,23022,0.7203153843747067
BOITUVA,FABRICIO AMARO,PL,6230,0.19492506492287476
BOITUVA,TIAGO DA FLEX,MDB,2709,0.08475955070241857
ALTAIR,FERREIRA,PL,1080,0.4236955668889761
ALTAIR,ROMEU DA FARMÁCIA,PSD,988,0.3876029815613966
ALTAIR,LUIZAO,NOVO,481,0.1887014515496273
PRAIA GRANDE,MOURÃO,MDB,107796,0.6466156393214483
PRAIA GRANDE,DANILO MORGADO,UNIÃO,30964,0.18573793699162608
PRAIA GRANDE,DR LISSANDRO,PL,21391,0.12831417808383522
PRAIA GRANDE,DANILO SUGOI,MOBILIZA,5423,0.032529932576720974
PRAIA GRANDE,PAI ROBLEZ,PDT,1134,0.00680231302636946
RIFAINA,JUNIOR DA SAUDE,PSD,2371,0.5530674131094006
RIFAINA,FABRICIO CANTIERI,MDB,1916,0.4469325868905995
CABRÁLIA PAULISTA,ALEMÃO DO LEITE,REPUBLICANOS,1128,0.36874795684864337
CABRÁLIA PAULISTA,OSMAR CLARO ,CIDADANIA,1029,0.33638443935926776
CABRÁLIA PAULISTA,BIRA,MDB,505,0.16508662961752207
CABRÁLIA PAULISTA,JACINTHO ZANONI,PL,397,0.12978097417456685
SEBASTIANÓPOLIS DO SUL,TONHO ABREU,PSD,1614,0.6246130030959752
SEBASTIANÓPOLIS DO SUL,BÔBÔ,PSB,970,0.3753869969040248
ESPÍRITO SANTO DO TURVO,GILBERTINHO,PSD,2168,0.7324324324324324
ESPÍRITO SANTO DO TURVO,PACHECO,MDB,792,0.26756756756756755
PIQUEROBI,ADRIANA CRIVELLI,MDB,1760,1.0
MIRA ESTRELA,GLEICE CASTREQUINI,PSD,1313,0.5330897279740154
MIRA ESTRELA,PRISCILLA DO MACARRÃO,PL,1150,0.46691027202598456
POMPÉIA,DIOGO CESCHIM,PODE,7947,0.6294154918422303
POMPÉIA,JORGINHO,PP,4679,0.37058450815776967
NANTES,MARLLON JAFFER,PSD,1240,0.6187624750499002
NANTES,MARCÃO,REPUBLICANOS,764,0.3812375249500998
PAULISTÂNIA,TUCA MARQUES,MDB,1378,0.8067915690866511
PAULISTÂNIA,TECO ANDRADE,PSD,330,0.19320843091334894
MONTE CASTELO,PILOTO,PSD,2085,0.7199585635359116
MONTE CASTELO,DR. SADAO,PSDB,811,0.2800414364640884
OLÍMPIA,GENINHO,UNIÃO,15592,0.5234322545991674
OLÍMPIA,ZACCARELLI,PSD,8968,0.30106082986437493
OLÍMPIA,SARGENTO TARCISIO,PL,4558,0.15301463676648314
OLÍMPIA,MÁRCIO RAMOS,PT,670,0.022492278769974488
CATIGUÁ,MIZINHO,PSD,3171,0.6768409818569904
CATIGUÁ,LÉO SILVA,PL,1458,0.3112059765208111
CATIGUÁ,JÓ,PSB,56,0.011953041622198506
ELDORADO,ELÓI FOUQUET,PSDB,2422,0.30023552745754306
ELDORADO,DOUTOR GALINDO,PSD,2137,0.2649064088260816
ELDORADO,DRA  DÉBORA MENEZES,PT,1761,0.21829676459650427
ELDORADO,WAGNER DE ZETINHO,UNIÃO,1747,0.21656129911987107
GUAREÍ,MINEIRO,PSB,2096,0.3080088170462895
GUAREÍ,EDSON BREAK ENFERMEIRO,PP,1838,0.2700955180014695
GUAREÍ,ICO TOCHA,REPUBLICANOS,1815,0.26671565025716387
GUAREÍ,FÁBIO DO NATÁLIO,PL,1056,0.15518001469507714
PLATINA,DONIZETE,PSDB,1478,0.6132780082987552
PLATINA,ABEL DO JACINTO,PL,708,0.2937759336099585
PLATINA,LUIZINHO AMBROZIM,PODE,224,0.09294605809128631
JACI,VALÉRIA GUIMARÃES,REPUBLICANOS,2382,0.5091919623770842
JACI,FRANK,UNIÃO,2296,0.49080803762291575
MANDURI,PAULO ROBERTO,PODE,2967,0.551794681048912
MANDURI,MEIRE,UNIÃO,2410,0.44820531895108795
EUCLIDES DA CUNHA PAULISTA,NENE LOPES,REPUBLICANOS,3835,0.7873126668035311
EUCLIDES DA CUNHA PAULISTA,EDMILSON,PRD,1036,0.2126873331964689
POLONI,ANDREIA,PSD,1964,0.5242925787506674
POLONI,ANTONIO JOSE,CIDADANIA,1782,0.47570742124933263
SÃO BENTO DO SAPUCAÍ,GIL ADVOGADO,MDB,3474,0.5212303075768943
SÃO BENTO DO SAPUCAÍ,RONALDO VENÂNCIO,PSD,3191,0.4787696924231058
PARAÍSO,OSVALTE BOVONI,PL,2158,0.5751599147121536
PARAÍSO,TONINHO SGOBI,PSD,1594,0.4248400852878465
SALES OLIVEIRA,FÁBIO GRATON,REPUBLICANOS,4124,0.6275106512477175
SALES OLIVEIRA,CLAUDIA PAGANINI,MDB,2448,0.3724893487522824
BADY BASSITT,MEIRI CATELANI,PODE,6210,0.552491103202847
BADY BASSITT,MARRUCÃO,PSD,3846,0.3421708185053381
BADY BASSITT,RONALDO OLIVEIRA,NOVO,1184,0.10533807829181495
IRAPUÃ,RENI SILVA,PSD,2608,0.5989894350022967
IRAPUÃ,ANTONIO DIONÍSIO,PRD,1746,0.40101056499770327
IRAPURU,MAZINHO,REPUBLICANOS,2002,0.5811320754716981
IRAPURU,ROSINHA,PSDB,984,0.28563134978229315
IRAPURU,MÁRCIO IDIE,PSD,459,0.1332365747460087
PEDRO DE TOLEDO,PAULINHO DO ESPORTE,UNIÃO,2882,0.46808510638297873
PEDRO DE TOLEDO,STELA CAMARGO,MDB,2442,0.39662173136267664
PEDRO DE TOLEDO,EDILENE AGUIAR PROFESSORA,PL,833,0.13529316225434465
MERIDIANO,RAPINHA,PSD,1716,0.5414957399810666
MERIDIANO,LINDO,UNIÃO,1453,0.4585042600189334
BOA ESPERANÇA DO SUL,MANOEL DO VITÓRINHO,MDB,6829,1.0
SALTO GRANDE,MARIO ROSA,PL,2995,0.578743961352657
SALTO GRANDE,MARCOS ALMEIDA,REPUBLICANOS,1723,0.33294685990338163
SALTO GRANDE,MÔNICA CURY,PODE,457,0.08830917874396135
ALTO ALEGRE,CARLINHOS SUSSUMI,MDB,1928,0.6136218968809676
ALTO ALEGRE,ADILSON,PP,1214,0.3863781031190325
OCAUÇU,DITO COSTA E SILVA,PSD,1417,0.5037326697476004
OCAUÇU,FELIPE DO NINO,PL,1396,0.49626733025239955
ARCO-ÍRIS,ALDO MANSANO,UNIÃO,1557,0.7730883813306852
ARCO-ÍRIS,ANA SERAFIM,PSD,457,0.2269116186693148
MORUNGABA,FERNANDÃO,UNIÃO,4524,0.5765260609149994
MORUNGABA,REINALDO BARBOSA,REPUBLICANOS,1922,0.24493436982286224
MORUNGABA,BETÃO ZEM,PODE,1401,0.1785395692621384
RIBEIRÃO GRANDE,MARCELO NUNES,PP,4257,1.0
ILHABELA,TONINHO COLUCCI,PL,11845,0.508390918065153
ILHABELA,MANOEL MARCOS (MANÉ),PSD,8595,0.3688999527876733
ILHABELA,DIANA ALMEIDA,PODE,2564,0.11004764152967939
ILHABELA,ENFERMEIRA JULIANA,UNIÃO,240,0.010300871282029271
ILHABELA,RONALDO MARIANO,PMB,55,0.0023606163354650414
LAVÍNIA,SALVADOR,PSD,1666,0.5229127432517263
LAVÍNIA,MILTON MARQUES,UNIÃO,1520,0.4770872567482737
BORÁ,LUIZ,PODE,727,1.0
BÁLSAMO,JUNIOR NALIATI,MDB,3852,0.6258326563769293
BÁLSAMO,BRUNO XAVIER,REPUBLICANOS,2303,0.3741673436230707
VALPARAÍSO,XANDI,PSD,6263,0.540612861458783
VALPARAÍSO,LÚCIO LIMA,MDB,3521,0.3039274924471299
VALPARAÍSO,SERGINHO DA VISTORIA,UNIÃO,1801,0.1554596460940872
CAMPINA DO MONTE ALEGRE,MARCELO TURMEIRO,MDB,1783,0.45918104558331185
CAMPINA DO MONTE ALEGRE,TIAGO DO ZÉ DITO,PSD,1660,0.42750450682462016
CAMPINA DO MONTE ALEGRE,FRANCINE FISIOTERAPEUTA,REPUBLICANOS,440,0.11331444759206799
TAPIRAÍ,TODESCO,PSB,2572,0.553594489883771
TAPIRAÍ,JAN GLASSER,UNIÃO,2074,0.44640551011622903
IPIGUÁ,EFRAIM GARCIA LOPES,PSD,1911,0.5078394897688014
IPIGUÁ,EMILIO PAZIANOTO,REPUBLICANOS,1404,0.37310656391177255
IPIGUÁ,CASSIANO,PL,269,0.07148551687483391
IPIGUÁ,GETÚLIO,PODE,179,0.04756842944459208
RANCHARIA,HOMERO DO MANÉ FACÃO,PSD,7786,0.45862048654061377
RANCHARIA,MARQUINHOS DO POVO,UNIÃO,6049,0.3563055899157684
RANCHARIA,MARCILIO PEBINHA,SOLIDARIEDADE,2279,0.13424044295222948
RANCHARIA,SILVIO LATINHA,PP,587,0.034576191317665074
RANCHARIA,GILSON JUNIOR,PT,225,0.013253224951404841
RANCHARIA,ROSANA MORAES,PSOL,51,0.003004064322318431
ORIENTE,MATHEUS,PP,2755,1.0
NOVA EUROPA,LIDIANE RODRIGUES,MDB,3774,0.677801724137931
NOVA EUROPA,CACHETA,PL,1445,0.25951867816091956
NOVA EUROPA,CARLINHOS DO POSTO,REPUBLICANOS,349,0.06267959770114942
IBATÉ,RONALDO VENTURI,PSD,11565,0.6076288551463248
IBATÉ,HORACIO,PSDB,6345,0.33336836021646615
IBATÉ,STEIGUE,REPUBLICANOS,1123,0.05900278463720906
IRACEMÁPOLIS,NELITA MICHEL,PL,8231,0.6223347951005596
IRACEMÁPOLIS,DENISE CALICE,PSD,4995,0.3776652048994405
CERQUEIRA CÉSAR,DIEGO CINTO,MDB,8130,0.8118633912522468
CERQUEIRA CÉSAR,PROFESSOR NICOLAU,PT,1884,0.18813660874775315
ITAJOBI,PAQUINHO,PL,6716,0.680032401782098
ITAJOBI,PAULINHO HUBACH,PSDB,2793,0.2828068043742406
ITAJOBI,PERU,PSD,367,0.0371607938436614
PALESTINA,REINALDO CUNHA,PSD,5641,0.8107214716872665
PALESTINA,DR ANTONIO,PL,1317,0.18927852831273353
JUQUITIBA,WILLIANS SOARES,MDB,9151,0.5070367907801419
JUQUITIBA,EVELIN ABES,PL,8302,0.45999556737588654
JUQUITIBA,THIAGO BUSCARIOLI,PT,595,0.032967641843971635
TRABIJU,MARCELO FONSECA,PSD,977,0.6742581090407177
TRABIJU,CLAUDIA SCARMIN,MDB,472,0.32574189095928224
IPEÚNA,MARIA LUISA DO ILDEBRAN,PSD,2978,0.6745186862967157
IPEÚNA,DIEGO HERON PINHEIRO,PL,1437,0.32548131370328426
PARANAPUÃ,JUNINHO PINATTO,PP,1741,0.5770633079217766
PARANAPUÃ,SÉRGIO POLARINI,PSD,1214,0.40238647663241633
PARANAPUÃ,CAJU,PODE,62,0.020550215445807093
GUARACI,RENATO AZEDA,CIDADANIA,4755,1.0
PONTALINDA,SISINIO LEÃO,PSD,1566,0.6107644305772231
PONTALINDA,ELVIS,UNIÃO,998,0.38923556942277693
RESTINGA,FELIPE TALVANI,MDB,2948,0.5389396709323583
RESTINGA,AMARILDO,REPUBLICANOS,2193,0.4009140767824497
RESTINGA,PAULO PIT,PSB,249,0.045521023765996343
RESTINGA,LEONARDO CINTRA,PT,80,0.014625228519195612
PARIQUERA-AÇU,WAGNER COSTA,PL,6560,0.617237485886338
PARIQUERA-AÇU,MARIO PRETO,MDB,4068,0.382762514113662
PIRACAIA,ANDRÉ ROGÉRIO,PL,10996,0.7190217746681489
PIRACAIA,DR. FERNANDO NOGUEIRA,PSD,3457,0.22605113450598313
PIRACAIA,BRUNO LEÃO,PV,840,0.054927090825868045
BERTIOGA,MARCELO VILARES,UNIÃO,24553,0.6848241430284774
BERTIOGA,MATHEUS RODRIGUES,REPUBLICANOS,11063,0.30856553147574817
BERTIOGA,VALDIZAR ALBUQUERQUE,PODE,237,0.006610325495774412
GLICÉRIO,HAIRTINHO,PSD,1890,0.5269027042096459
GLICÉRIO,ENEAS,MDB,1525,0.42514636186228044
GLICÉRIO,MANOEL JUNIOR,UNIÃO,172,0.0479509339280736
GUARÁ,VINICIUS ENGENHEIRO,PSD,6057,0.5546195403351342
GUARÁ,DR.TULIO,PODE,4439,0.40646460946799745
GUARÁ,FERNANDO JOAQUIM,PT,425,0.03891585019686842
FLORÍNEA,SERGIO QUEJO,PSD,1484,0.6341880341880342
FLORÍNEA,EDILENE,PL,856,0.3658119658119658
ÁGUAS DE SÃO PEDRO,JOÃO VICTOR,PL,2178,0.7082926829268292
ÁGUAS DE SÃO PEDRO,MARIA ELY,PSD,897,0.2917073170731707
URU,ROBSON FORTE,PSD,1135,0.7591973244147158
URU,ANDREIA PERETTI,REPUBLICANOS,360,0.2408026755852843
LUTÉCIA,LEATI,PSD,1395,1.0
SANTA FÉ DO SUL,EVANDRO MURA,REPUBLICANOS,12698,0.7155818540433925
SANTA FÉ DO SUL,MARCELO FAVALEÇA,PSD,5047,0.28441814595660747
ITAÍ,ZÉ RAMIRO,PP,10103,0.7862868705735855
ITAÍ,EDUARDO BOI,PSB,2200,0.17121955015954549
ITAÍ,PHILIPPE MAZZI,REPUBLICANOS,351,0.02731730095727294
ITAÍ,GERALDO MICHELIN,PT,195,0.015176278309596078
BORACÉIA,MARCOS BILANCIERI,REPUBLICANOS,1641,0.524784138151583
BORACÉIA,GELSON VITOR,PODE,1486,0.475215861848417
SANTA ERNESTINA,DEDÉ,PP,2220,0.5260663507109005
SANTA ERNESTINA,RICARDO,PSDB,2000,0.47393364928909953
GAVIÃO PEIXOTO,ADRIANO MARÇAL,PSD,1907,0.553395240858967
GAVIÃO PEIXOTO,GUSTAVO PICCOLO,PDT,1539,0.4466047591410331
OSCAR BRESSANE,ANSELMO,PL,1221,0.5792220113851992
OSCAR BRESSANE,MARCOS ELIAS,PSDB,887,0.42077798861480076
LAVRINHAS,MARCOS VINICIUS,PSD,2864,0.5903937332508761
LAVRINHAS,SOARES,PDT,1987,0.40960626674912387
BILAC,LOUREIRO,REPUBLICANOS,3187,0.6298418972332016
BILAC,JONAS DA VENTUCCI,PP,1873,0.3701581027667984
PRESIDENTE BERNARDES,CLEBER,PP,4789,0.6161070371799819
PRESIDENTE BERNARDES,DR LUCCAS,REPUBLICANOS,2611,0.3359063424675158
PRESIDENTE BERNARDES,LUCIO CAUNETO,PODE,373,0.04798662035250225
CANITAR,JOEL RODRIGUES,PP,2042,0.5937772608316371
CANITAR,ANIBAL FELICIANO,UNIÃO,1397,0.4062227391683629
TIMBURI,CRISTIANO AMORIM,SOLIDARIEDADE,1021,0.4975633528265107
TIMBURI,SILVINHO,PSD,950,0.46296296296296297
TIMBURI,PAULO CAFÉ TIMBURI,PV,81,0.039473684210526314
BALBINOS,ZÉ MÁRCIO ,MDB,1011,1.0
DOLCINÓPOLIS,DIEGO MIGUEL,PSD,1416,0.6720455624110109
DOLCINÓPOLIS,MARILZA BATISTA,PSDB,691,0.32795443758898907
INDIAPORÃ,BERNADETE  SPONQUIADO,REPUBLICANOS,1706,0.6479301177364223
INDIAPORÃ,EUDES VERAS,PODE,927,0.35206988226357766
NATIVIDADE DA SERRA,EVAIL AUGUSTO,PL,2797,0.5920829805249789
NATIVIDADE DA SERRA,DONA LURDINHA,PP,1636,0.34631668077900085
NATIVIDADE DA SERRA,LIBERO LANZILOTI,PODE,285,0.060330228619813714
NATIVIDADE DA SERRA,ELIAS TEIXEIRA,AGIR,6,0.0012701100762066045
LINS,DR JOÃO PANDOLFI,PSD,34991,0.9696826936400166
LINS,FIDÉLIS,PV,1094,0.03031730635998337
CORONEL MACEDO,DIEGO DO NINO,PSD,2112,0.6327142001198323
CORONEL MACEDO,MIDERSON EDUARDO,PP,1226,0.36728579988016774
REGENTE FEIJÓ,MARCO ROCHA,REPUBLICANOS,8430,0.7488008527269497
REGENTE FEIJÓ,BRANCO DO SINDICATO,PL,2828,0.25119914727305026
PRATÂNIA,OSMIR FÉLIX,PP,1708,0.45607476635514016
PRATÂNIA,NETO JUSTO,PSD,1615,0.43124165554072097
PRATÂNIA,LUCAS,PT,422,0.11268357810413886
ANGATUBA,NICOLAS,REPUBLICANOS,7632,0.602035181825353
ANGATUBA,DR DEMIAN,PSD,5045,0.397964818174647
TRÊS FRONTEIRAS,FLAVINHO,MDB,2237,0.5527551272547566
TRÊS FRONTEIRAS,MARCIO TEODORO,UNIÃO,1764,0.43587842846553004
TRÊS FRONTEIRAS,ROBERTO PASSARINHO,PT,46,0.011366444279713369
SANTANA DA PONTE PENSA,VAGUININHO,MDB,920,0.509131156613171
SANTANA DA PONTE PENSA,CLOVES RUIZ,PSDB,887,0.490868843386829
DESCALVADO,LUISINHO PANONE,PSD,10175,0.632380360472343
DESCALVADO,VICK FRANCISCO,PL,3695,0.22964574269732754
DESCALVADO,REINALDO NINJA,PRD,2220,0.1379738968303294
PLANALTO,MEIRE SILVERIO,PSD,1818,0.5377107364685004
PLANALTO,DEMÁ,MDB,1563,0.4622892635314996
PIQUETE,ROMINHO,PSD,6074,0.8160687894666129
PIQUETE,PROFESSOR MATEUS TOMAZI,PSB,1369,0.18393121053338707
ESTRELA D'OESTE,PEDROCA,PSD,3727,0.64851226726988
ESTRELA D'OESTE,DR RAFAEL,REPUBLICANOS,2020,0.3514877327301201
MINEIROS DO TIETÊ,GUSTAVO CHITINHA,PL,4428,0.779165933485835
MINEIROS DO TIETÊ,BOQUINHA,MDB,1255,0.22083406651416507
GUAPIAÇU,CARLOS CESAR,PSDB,5967,0.5151515151515151
GUAPIAÇU,JEAN VETORASSO,PSD,5185,0.4476387809721143
GUAPIAÇU,DRA ALEXANDRA,REDE,431,0.03720970387637054
ESTRELA DO NORTE,ALBERTO MARTINS,PSD,1528,0.7025287356321839
ESTRELA DO NORTE,DÉLIO,UNIÃO,647,0.29747126436781607
DIRCE REIS,PROF MARCELO,PSD,814,0.5466756212222968
DIRCE REIS,CIDINHA RIZZI,PP,675,0.45332437877770315
CRISTAIS PAULISTA,ELSON GOMES,MDB,3433,0.6216950380296994
CRISTAIS PAULISTA,ZÉ HUMBERTO,PL,2089,0.3783049619703006
CANAS,GUSTAVO LUCENA,MDB,2347,0.7246063599876506
CANAS,LUCEMIR AMARAL,PSD,892,0.2753936400123495
COROADOS,CHÉCO,PDT,1327,0.4068056407112201
COROADOS,SARGENTO FLÁVIO,PSD,1120,0.34334763948497854
COROADOS,ROBERTINHO DA CAXIMBA,MDB,585,0.17933782955242183
COROADOS,LAERCIO ALMEIDA,UNIÃO,230,0.07050889025137952
ADOLFO,RICARDO DA GRANADA,PODE,2322,0.693134328358209
ADOLFO,FLAVIO BALBINO,REPUBLICANOS,1028,0.30686567164179107
BARRETOS,ODAIR SILVA,REPUBLICANOS,26374,0.48321729571271527
BARRETOS,DR. RAPHAEL OLIVEIRA,PP,24661,0.45183217295712713
BARRETOS,TATIANE MUZETTI,PSDB,3545,0.06495053133015757
LUPÉRCIO,CLEBER MENEGUCCI,PP,1577,0.5680835734870316
LUPÉRCIO,FABIO MESQUITA,PRD,1199,0.4319164265129683
RUBIÁCEA,JULIO,PSD,1434,0.6897546897546898
RUBIÁCEA,LENIRA NOVAIS,PL,645,0.31024531024531027
CÂNDIDO RODRIGUES,TIAGO RAVAZZI,PL,1318,0.5114474194800155
CÂNDIDO RODRIGUES,FABRICIO  RONCOLLI,REPUBLICANOS,1259,0.48855258051998446
PARAIBUNA,PROF HELÔ,PL,5752,0.5585008253228468
PARAIBUNA,JOÃO BATISTA,PP,4547,0.4414991746771531
DOBRADA,CARLOS DENTISTA,MDB,2847,0.5461346633416458
DOBRADA,TINHO BELLINTANI,PT,2366,0.4538653366583541
APARECIDA D'OESTE,IZAIAS,PSD,1665,0.5319488817891374
APARECIDA D'OESTE,BAIANO DA RÁDIO,REPUBLICANOS,1431,0.45718849840255593
APARECIDA D'OESTE,RATINHO DO PT,PT,34,0.010862619808306708
COLÔMBIA,TUTA,MDB,2988,0.6199170124481328
COLÔMBIA,PROFESSORA CRISTINA,PSD,1832,0.3800829875518672
MACEDÔNIA,REGINALDO MARCOMINI,PSD,2057,0.5688606194690266
MACEDÔNIA,LENE MARSOLA,PP,1559,0.43113938053097345
AREIÓPOLIS,MICHEL AUGUSTO,PODE,3482,0.5331495942428418
AREIÓPOLIS,CARLOS AMARAL,PL,3049,0.4668504057571582
IGARATÁ,GABRIEL PRIANTI,REPUBLICANOS,3686,0.4973687761435704
IGARATÁ,ELZO,PL,3644,0.49170152476049117
IGARATÁ,OSMAR,PRD,81,0.01092969909593847
NUPORANGA,DANIEL VIANA,PSDB,3544,1.0
SÃO LUÍS DO PARAITINGA,ALEX TORRES,PL,3497,0.4294486061648041
SÃO LUÍS DO PARAITINGA,ANTONIO OZORIO,PSD,3041,0.3734495886037087
SÃO LUÍS DO PARAITINGA,FLAVIO BONAFE,MDB,1605,0.19710180523148715
JALES,LUIS HENRIQUE,PL,20949,0.9002191568905504
JALES,DR. PENARIOL,DC,2322,0.09978084310944953
ALVINLÂNDIA,JUNIOR MORAES CURRAL,PP,1609,0.7167037861915367
ALVINLÂNDIA,KITO,MDB,636,0.28329621380846326
ROSEIRA,FERNANDO SIQUEIRA,PL,3128,0.46135693215339235
ROSEIRA,RAFAEL CANECA,PODE,1924,0.2837758112094395
ROSEIRA,JONAS POLYDORO,PSD,1728,0.25486725663716814
NOVA CASTILHO,MAICON,UNIÃO,692,0.5448818897637795
NOVA CASTILHO,LUCIO BISQUI,MDB,578,0.45511811023622045
MONTEIRO LOBATO,EDMAR,PSD,1716,0.5654036243822076
MONTEIRO LOBATO,BETO DA RAÇÃO,PSB,1319,0.4345963756177924
MOTUCA,FÁBIO CHAVES,PSD,1844,0.6919324577861163
MOTUCA,MARIA SAMPAIO,MDB,821,0.30806754221388366
ORINDIÚVA,MIRELI MARTINS,PSD,3025,1.0
BORBOREMA,SHEILA MARIA,PL,5356,0.6426685865130789
BORBOREMA,JUNIOR TURCO,REPUBLICANOS,2978,0.35733141348692105
RINÓPOLIS,GRAZIELA TOME,NOVO,2928,0.5161290322580645
RINÓPOLIS,NANCI,PSD,2745,0.4838709677419355
SERRANA,LÉO CAPITELLI,MDB,19001,0.7789210461588916
SERRANA,ANDRÉIA PRATES,PSB,5393,0.22107895384110848
PALMARES PAULISTA,LUCAS ASSUMÇÃO,PSD,4430,0.8155375552282769
