NM_MUNICIPIO,NM_VOTAVEL,SG_PARTIDO,QT_VOTOS,PERCENTAGE
SOCORRO,ANDRÉ BOZOLA,PL,9278,0.40989617848464766
SOCORRO,PROFESSORA CLAUDETE,PT,976,0.043119063397393416
SARAPUÍ,PROFESSOR GUSTAVO,PSDB,4666,0.7752118292075095
SARAPUÍ,ÉLITO,PSB,1353,0.22478817079249044
BOM JESUS DOS PERDÕES,SÉRGIO FERREIRA,PSDB,5812,0.44197718631178706
BOM JESUS DOS PERDÕES,DR. BENEDITO,UNIÃO,3240,0.24638783269961978
BOM JESUS DOS PERDÕES,FERNANDO DO ZÉ AUGUSTO,PSD,2051,0.15596958174904943
BOM JESUS DOS PERDÕES,BIEL,PL,1694,0.1288212927756654
BOM JESUS DOS PERDÕES,CORONEL ALEXANDRE,PRD,353,0.026844106463878328
OSASCO,GERSON PESSOA,PODE,285998,0.7528323541179691
OSASCO,EMIDIO DE SOUZA,PT,57245,0.1506859772148167
OSASCO,DR LINDOSO,NOVO,35474,0.09337818771453239
OSASCO,GLÓRIA BRITO,PCO,1179,0.003103480952681787
ITUVERAVA,LUIZ ARAÚJO,REPUBLICANOS,12067,0.7068298969072165
ITUVERAVA,MARKIM DO SINDICATO,SOLIDARIEDADE,2819,0.16512417994376757
ITUVERAVA,PEDRINHO GALASSI,PSD,2186,0.12804592314901594
SALTINHO,HELINHO BERNARDINO,PL,4003,0.7473861090365945
SALTINHO,WAGNER LOPES,PODE,1353,0.25261389096340553
ARAÇOIABA DA SERRA,DR QUEVEDO,PSD,15666,0.8384265453572384
ARAÇOIABA DA SERRA,CRISTIANO GASPERINE,UNIÃO,2274,0.1217018999197217
ARAÇOIABA DA SERRA,DIRLEI SALAS,PV,745,0.039871554723039875
PARAGUAÇU PAULISTA,ANTIAN,PSD,11032,0.5053827477209217
PARAGUAÇU PAULISTA,DR RICARDO,PP,9356,0.42860415044207245
PARAGUAÇU PAULISTA,PARDAL,PL,1441,0.06601310183700582
ARAÇARIGUAMA,RODRIGO ANDRADE,REPUBLICANOS,10002,0.7188959965499893
ARAÇARIGUAMA,CARLOS AYMAR,SOLIDARIEDADE,3322,0.2387694961546755
ARAÇARIGUAMA,ALEMÃO,PL,589,0.0423345072953353
CAMPOS DO JORDÃO,CAÊ,REPUBLICANOS,15653,0.5895890617349052
CAMPOS DO JORDÃO,FRED GUIDONI,PSD,4774,0.17981844890579682
CAMPOS DO JORDÃO,JOAQUINA,PL,4267,0.16072168443255866
CAMPOS DO JORDÃO,JHONNY SALVINO,MDB,1855,0.06987080492673924
BRODOWSKI,FÁBIO SEVERI,PODE,5686,0.4417683163701344
BRODOWSKI,MARRETA,PL,4738,0.3681143656281563
BRODOWSKI,ZÉ GRANDI,PSB,2447,0.19011731800170928
EMBAÚBA,NERCILIO,REPUBLICANOS,1427,0.6548875631023405
EMBAÚBA,ELIANA BRUNELI,PL,707,0.3244607618173474
EMBAÚBA,ISLANA SOARES,PODE,45,0.02065167508031207
GUAPIARA,MATHEUS FREITAS,PP,6470,0.6142016328080501
GUAPIARA,CANDIDO SAMPAIO,PODE,3438,0.3263717486235048
GUAPIARA,JOAO CARLOS MENK,PSD,626,0.059426618568445035
GARÇA,FANECO,PL,9838,0.43722501222167903
GARÇA,ADHEMAR MARCONDES,REPUBLICANOS,7964,0.35393982489667125
GARÇA,DEYSE SERAPIÃO,PSD,4444,0.19750233322963423
GARÇA,DR. JOÃO MARCOS,PSB,255,0.011332829652015467
FLORA RICA,FABINHO,PSD,840,0.6666666666666666
FLORA RICA,JUAREZ,PODE,379,0.3007936507936508
FLORA RICA,JOSI,PRD,41,0.03253968253968254
CAIUÁ,JAYME,REPUBLICANOS,1074,0.33583489681050654
CAIUÁ,ADENILDO,PSB,762,0.23827392120075047
CAIUÁ,MONICA PAULINO,PODE,705,0.22045028142589118
CAIUÁ,MAYCO HENRIQUE,UNIÃO,657,0.20544090056285177
PITANGUEIRAS,DIMAS BOLZAN,PSD,11020,0.6023832950694217
PITANGUEIRAS,PROFESSOR JÚNIOR,MDB,6546,0.3578222367989505
PITANGUEIRAS,MARIA INÊS,PL,600,0.032797638570022956
PITANGUEIRAS,ROBERTINHO,PDT,128,0.0069968295616048976
TABATINGA,VALTER CAMARGO,PSD,4490,0.522153738806838
TABATINGA,ALFREDÃO,PL,4109,0.477846261193162
SANTA ADÉLIA,CIRO COSTA,PSD,5028,0.5938348883902208
SANTA ADÉLIA,MARCELO HERCOLIN,UNIÃO,3439,0.40616511160977914
ITIRAPINA,DONA GRAÇA,PSD,4260,0.5371327701424788
ITIRAPINA,ZÉ MARIA,MDB,3013,0.37990165174631196
ITIRAPINA,SANTINI,PODE,577,0.07275249022821838
ITIRAPINA,SANDRA VALÉRIA,PT,81,0.010213087882990796
TAMBAÚ,LEONARDO SPIGA REAL,REPUBLICANOS,6242,0.5130692092717409
TAMBAÚ,RONI ASTORFO,PSD,5924,0.48693079072825907
PEDRA BELA,DERLEI,UNIÃO,2059,0.5168172690763052
PEDRA BELA,DANIEL FRANCISCO,PSD,1925,0.4831827309236948
URÂNIA,IVAN VITORELLI,REPUBLICANOS,3023,0.5358029067706487
URÂNIA,DEISE DA SAÚDE,PSD,2619,0.4641970932293513
PARAPUÃ,MILTON JAPONÊS,PL,2672,0.45142760601452947
PARAPUÃ,EDER CASTRO,PSD,1247,0.2106774793039365
PARAPUÃ,SAMIR,PP,840,0.1419158641662443
PARAPUÃ,MOLINA,PRD,739,0.12485217097482683
PARAPUÃ,TERUEL,PT,421,0.07112687954046291
PIACATU,RICARDO LEMES,PSD,2004,0.5523704520396913
PIACATU,MARKINHO DO MAZÃO,PODE,1474,0.40628445424476295
PIACATU,PROFª ROSE RODRIGHERO,PT,150,0.041345093715545754
BATATAIS,JUNINHO GASPAR,PP,25243,1.0
SANTA GERTRUDES,GINO DA FARMACIA,PL,9787,0.6681458219552158
SANTA GERTRUDES,ROGERIO PASCON,PODE,2762,0.1885581649371928
SANTA GERTRUDES,CHAMON,PSDB,2099,0.1432960131075915
COSMÓPOLIS,JUNIOR FELISBINO,PSD,14586,0.47540823310843844
COSMÓPOLIS,PIVATTO,PSB,6706,0.2185717545060461
COSMÓPOLIS,HUMBERTO HIROSHI,MDB,5330,0.17372315113588213
COSMÓPOLIS,ÍTALO MARQUEZ,PL,4059,0.13229686124963333
MONÇÕES,DOUGLAS HONORATO,PSD,952,0.5005257623554153
MONÇÕES,ERITO CAMIN,PSB,950,0.49947423764458465
IPAUSSU,LUIZÃO,PSD,4830,0.6013446215139442
IPAUSSU,ANINHA,REPUBLICANOS,3202,0.39865537848605576
VITÓRIA BRASIL,PAULINHO DO AÇOUGUE,PSD,1075,1.0
ALUMÍNIO,DRA ANA PAULA,PP,4484,0.39663865546218485
ALUMÍNIO,PROFESSORA MEIRE,PSB,3273,0.28951791242812913
ALUMÍNIO,EDUARDO BOSCO,MDB,1777,0.15718708536045997
ALUMÍNIO,ANGELA TISEO,PSD,1492,0.13197700132684653
ALUMÍNIO,ALEXANDRE FERNANDES,PL,279,0.024679345422379477
CEDRAL,IRINEO BEOLCHI JUNIOR,PSD,2258,0.3584126984126984
CEDRAL,CRISTIANE PEDRAO,MDB,2070,0.32857142857142857
CEDRAL,VINÍCIUS PÉRICO,PL,1972,0.313015873015873
LOUVEIRA,PAULO FINAMORE,MDB,14636,0.486666223315821
LOUVEIRA,ESTANISLAU STECK,PSD,13923,0.4629580368424553
LOUVEIRA,PRI FINAMORE,UNIÃO,863,0.028695883487397753
LOUVEIRA,ALAN JACUÍ,SOLIDARIEDADE,652,0.021679856354325996
JAÚ,IVAN CASSARO,PSD,51841,0.7347392888019615
JAÚ,PAULO SOARES,PODE,16951,0.24024547528948226
JAÚ,ALEXANDRE SILVA,PT,1278,0.018113015009141545
JAÚ,PROFESSOR LAURO,PSOL,487,0.006902220899414658
POÁ,SAULO SOUZA,PP,23918,0.37071824917077406
POÁ,DIOGO PERNOCA,PODE,20622,0.31963173067981027
POÁ,FLAVIA VERDUGO,PL,14049,0.21775318515763042
POÁ,GERALDINHO DO SINDICATO,PSB,4153,0.06436963328063486
POÁ,PROFESSOR FRANKLIN,REDE,1206,0.018692457918720356
POÁ,CARLOS SETSUO,PSDB,570,0.00883474379243002
EMBU DAS ARTES,HUGO PRADO,REPUBLICANOS,88411,0.6178612361278059
EMBU DAS ARTES,ROSÂNGELA SANTOS,PT,52353,0.3658695105246974
EMBU DAS ARTES,ANTONIO CAVALCANTE,PRD,2156,0.015067229474743522
EMBU DAS ARTES,DAVID ORLANDI,PCO,172,0.0012020238727531937
ITANHAÉM,TIAGO CERVANTES,REPUBLICANOS,18035,0.34446205855950496
ITANHAÉM,MARCO AURÉLIO,PL,13771,0.26302118150390585
ITANHAÉM,SILVINHO INVESTIGADOR,NOVO,9874,0.188589873369368
ITANHAÉM,FORSSELL,PV,8812,0.16830605267681495
ITANHAÉM,PROFA. POLIANA NASCIMENTO,PSOL,1865,0.035620833890406246
ALTINÓPOLIS,PROFESSOR HUELDER,MDB,5726,0.6121445370964294
ALTINÓPOLIS,BETO DA TABOCA,PSD,3423,0.3659397049390635
ALTINÓPOLIS,ZÉ DO CARMO,PSOL,205,0.021915757964507163
BRAÚNA,MAICON ENFERMEIRO,UNIÃO,1216,0.34584755403868034
BRAÚNA,FIL BOSCO,PL,1208,0.3435722411831627
BRAÚNA,VANDER GUERRERO,MDB,1092,0.310580204778157
GÁLIA,SILVINO JUNIOR,PP,2068,0.5616512764801738
GÁLIA,DR GIOVANI,PL,978,0.26561651276480175
GÁLIA,ANA BORTOLETTO,PSD,636,0.17273221075502446
NARANDIBA,DANILLO CARVALHO,REPUBLICANOS,2029,0.5202564102564102
NARANDIBA,LUIZ CARLOS CONSTRUTOR,PSB,1871,0.47974358974358977
NIPOÃ,ZÉ PEDRO,PSD,2089,0.6363082546451416
NIPOÃ,FABIO BRANDELI,UNIÃO,1030,0.3137374352726165
NIPOÃ,DÃO PEDREIRO,PV,164,0.049954310082241854
PEDREGULHO,CACA ADVOGADO,PSDB,5088,0.5309956167814652
PEDREGULHO,ROBERTO ABRÃO,PP,3312,0.345648090169067
PEDREGULHO,BETO BRASIL,PL,1182,0.12335629304946776
QUELUZ,ZÉ CELSO,PSD,3293,0.5837617443715654
QUELUZ,GUSTAVO RIBEIRO,PL,2348,0.4162382556284347
CÂNDIDO MOTA,ERALDO ENFERMEIRO,PSD,13667,1.0
EMILIANÓPOLIS,ELTON,PODE,1263,0.5338123415046492
EMILIANÓPOLIS,ÉRCIA,REPUBLICANOS,1103,0.4661876584953508
CORUMBATAÍ,JOÃOZINHO ALTARUGIO,PSD,1216,0.4556013488197827
CORUMBATAÍ,VICENTE RIGITANO,UNIÃO,1084,0.4061446234544773
CORUMBATAÍ,PROF CARLINHOS,PSDB,369,0.13825402772573997
NOVA GUATAPORANGA,ZÉ MAURO,PSD,1111,0.6231071228266966
NOVA GUATAPORANGA,MARCIO BERTIPAGLIA,REPUBLICANOS,672,0.37689287717330344
ESTIVA GERBI,MARCIO PAVAN,SOLIDARIEDADE,4914,0.6317007327419977
ESTIVA GERBI,TIÃO TROVÃO,MDB,2865,0.3682992672580023
RIBEIRÃO BONITO,PAULO VEIGA,PP,2230,0.36426004573668735
RIBEIRÃO BONITO,DIMAS,PDT,1912,0.31231623652401175
RIBEIRÃO BONITO,CARLOS CAREGARO,PSD,1704,0.2783404116301862
RIBEIRÃO BONITO,TITA,PODE,276,0.045083306109114665
ALFREDO MARCONDES,CELSO PIRANI,UNIÃO,2191,0.662133575098217
ALFREDO MARCONDES,LICINHO MATHIAS,MDB,1118,0.33786642490178304
ARAPEÍ,RENÊ,PL,1258,0.5862068965517241
ARAPEÍ,ALESSANDRO,PDT,888,0.41379310344827586
GUATAPARÁ,IRMÃO AILTON,MDB,1714,0.3939324293265916
GUATAPARÁ,GILDEMIR,PSD,1629,0.3743966904159963
GUATAPARÁ,NEGA,PP,1008,0.2316708802574121
TACIBA,IZIDORO RICCI,PP,2526,0.5890858208955224
TACIBA,FÚLVIA,UNIÃO,1661,0.38736007462686567
TACIBA,DAMIÃO FERREIRA,PODE,101,0.02355410447761194
UCHOA,CLAUDIO MARTINS,MDB,3650,0.5693339572609577
UCHOA,ZÉ GORDO,REPUBLICANOS,2761,0.4306660427390423
INDIANA,CANARINHO JUNIOR,PP,1322,0.3871156661786237
INDIANA,RIEL,REPUBLICANOS,1152,0.3373352855051244
INDIANA,CELEIDE,UNIÃO,869,0.2544655929721816
INDIANA,CIDO DA ONÇA,PRD,72,0.021083455344070277
AURIFLAMA,KATIA MORITA,MDB,5039,0.580797602581835
AURIFLAMA,VAGNER DE ANGELIS,REPUBLICANOS,3493,0.4026048870447211
AURIFLAMA,ORIVAL MERETI,PSOL,144,0.016597510373443983
TAPIRATIBA,RAMON,CIDADANIA,3546,0.5081685296646603
TAPIRATIBA,JOÃO CARLOS,PSB,3350,0.4800802522212668
TAPIRATIBA,DOMINGÃO,PT,82,0.0117512181140728
NOVA ALIANÇA,JURA,PSD,2021,0.49851998026640354
NOVA ALIANÇA,DANILO SCARPELLI,REPUBLICANOS,1721,0.42451899358658113
NOVA ALIANÇA,JAIME CABRERA,PODE,312,0.07696102614701529
SÃO JOSÉ DO BARREIRO,LUIS EDUARDO,PL,2091,0.6734299516908212
SÃO JOSÉ DO BARREIRO,MARCO DO MERCADO,PSD,1014,0.32657004830917874
SÃO LOURENÇO DA SERRA,FELIPE SEME AMED,MDB,7345,0.8461981566820277
SÃO LOURENÇO DA SERRA,DR.  VICTOR LEITE,REPUBLICANOS,1335,0.15380184331797234
NEVES PAULISTA,REGINALDO GUINU,PL,2020,0.38549618320610685
NEVES PAULISTA,PROFESSOR EDSON,REPUBLICANOS,1988,0.3793893129770992
NEVES PAULISTA,EVERSON MARTINS,NOVO,650,0.12404580152671756
NEVES PAULISTA,LUPERCIO,PSD,582,0.11106870229007633
PARDINHO,CRISTIANO CAMARGO,REPUBLICANOS,2588,0.5501700680272109
PARDINHO,DR JOSE LUIZ,PSD,1444,0.30697278911564624
PARDINHO,NILTON ROCHA,PL,322,0.06845238095238096
PARDINHO,AIRES,UNIÃO,277,0.05888605442176871
PARDINHO,CLAUDIO SANTANA,PSOL,73,0.015518707482993197
BASTOS,KLEBER LOPES ENFERMEIRO,PL,7971,0.6050094876660341
BASTOS,GRANADO,PODE,3746,0.28432637571157493
BASTOS,SÉRGIO KAKIMOTO,PSD,551,0.04182163187855788
BASTOS,BUCHINHA,MDB,490,0.037191650853889945
BASTOS,ZÉZINHO,PDT,417,0.03165085388994308
BARRA DO TURVO,DR. VICTOR MARUYAMA,PODE,2586,0.5070588235294118
BARRA DO TURVO,ELIANE DO MATERIAL,UNIÃO,2190,0.4294117647058823
BARRA DO TURVO,ZÉ DO LEITE,PSD,324,0.06352941176470588
TEODORO SAMPAIO,JUNINHO POCEIRO,UNIÃO,7781,0.5918010343778521
TEODORO SAMPAIO,JANDA,PSD,4390,0.3338910860967447
TEODORO SAMPAIO,CESAR HERLING,PSB,882,0.06708244599939155
TEODORO SAMPAIO,DUDA,PT,95,0.0072254335260115606
MAUÁ,MARCELO OLIVEIRA,PT,93374,0.451339410871898
MAUÁ,ATILA,UNIÃO,73558,0.35555534072563105
MAUÁ,SARGENTO SIMÕES,PL,21103,0.10200500768554055
MAUÁ,ZÉ LOURENCINI,PSDB,14032,0.06782610376929844
MAUÁ,AMANDA BISPO,UP,4815,0.023274136947631984
MOCOCA,EDUARDO BARISON,PSD,16808,0.548277661795407
MOCOCA,PAULO VICENTE,MDB,10036,0.32737473903966596
MOCOCA,RENATA MOCO,NOVO,2356,0.07685281837160751
MOCOCA,TIDI THAI,MOBILIZA,1192,0.03888308977035491
MOCOCA,ELIAS DE SISTO,PSDB,264,0.00861169102296451
SÃO PEDRO DO TURVO,FELIPE BIBA,PSD,2540,0.5507372072853426
SÃO PEDRO DO TURVO,TAVINHO,PODE,1924,0.417172593235039
SÃO PEDRO DO TURVO,CIDINHO,UNIÃO,148,0.032090199479618386
IARAS,PATRICK DA NINA,PSD,1572,0.45578428530008697
IARAS,QUINHA,REPUBLICANOS,1210,0.350826326471441
IARAS,TITA DO ASSENTAMENTO,PT,667,0.19338938822847201
JUNQUEIRÓPOLIS,NETO FURINI,REPUBLICANOS,6545,0.6244633145692204
JUNQUEIRÓPOLIS,OSMAR PINATTO,PSD,3936,0.3755366854307795
BOREBI,CHIQUINHO,MDB,1699,0.8867432150313153
BOREBI,MARCÃO DO POVO,PODE,217,0.11325678496868476
VERA CRUZ,DAVOLI,REPUBLICANOS,3902,0.6460264900662251
VERA CRUZ,RENATA DEVITO,PSDB,1245,0.20612582781456953
VERA CRUZ,PAULINHO HARAGUCHI,MOBILIZA,727,0.12036423841059603
VERA CRUZ,MATHEUS GUERREIRO CATASSE,PT,166,0.02748344370860927
PINHALZINHO,TIAO ZANARDI,PSD,2986,0.3560696398759838
PINHALZINHO,PEIXAO,MDB,2701,0.322084426424994
PINHALZINHO,PAULINHO,REPUBLICANOS,2026,0.241593131409492
PINHALZINHO,LAURO VICTOR,UNIÃO,673,0.08025280228953018
BURITIZAL,DANIEL SARRETA,PL,2305,0.6817509612540669
BURITIZAL,AGLIM,REPUBLICANOS,1076,0.31824903874593313
ICÉM,PROFESSORA CIDINHA SALISSO,PL,2517,0.4929494712103408
ICÉM,ANA MARIA,SOLIDARIEDADE,2204,0.43164904034469254
ICÉM,OSCAR LUIZ,MDB,231,0.04524089306698002
ICÉM,MANEZINHO BRAGA,AVANTE,154,0.030160595377986682
TARABAI,RUBINHO,UNIÃO,1950,0.4656160458452722
TARABAI,MARQUINHOS,PT,1456,0.34765998089780326
TARABAI,MARCIO RONCOLATO,PSDB,705,0.1683381088825215
TARABAI,DANILO TABA SECA,PSOL,77,0.018385864374403055
SANTA SALETE,JULIO,REPUBLICANOS,827,0.5114409400123686
SANTA SALETE,BETO DO MERCADO,PSDB,790,0.48855905998763144
OUROESTE,TIÃOZINHO DO LUIZINHO,REPUBLICANOS,3641,0.5583499463272504
OUROESTE,DR ALEX,PSD,2880,0.44165005367274957
BOM SUCESSO DE ITARARÉ,DIRCEU PACHECO,REPUBLICANOS,1635,0.5612770339855818
BOM SUCESSO DE ITARARÉ,LEIA SOUZA,PL,1278,0.4387229660144181
PINDORAMA,JUNIOR,REPUBLICANOS,6410,0.7814214311837133
PINDORAMA,MARIA,PL,1793,0.21857856881628673
CAFELÂNDIA,TAIS CONTIERI,PODE,5052,0.5740909090909091
CAFELÂNDIA,ROGERINHO CASTILHO,REPUBLICANOS,2911,0.33079545454545456
CAFELÂNDIA,AIRES ARONI,PL,837,0.09511363636363636
SÃO SEBASTIÃO,REINALDINHO,REPUBLICANOS,29083,0.5689162754303599
SÃO SEBASTIÃO,PROFESSOR GLEIVISON,PP,20611,0.4031885758998435
SÃO SEBASTIÃO,DR JUAN GARCIA,PSD,860,0.016823161189358372
SÃO SEBASTIÃO,DR NIL,SOLIDARIEDADE,339,0.006631455399061033
SÃO SEBASTIÃO,VINICIUS MANDATO COLETIVO PCB,PCB,227,0.004440532081377152
SÃO MIGUEL ARCANJO,ELIAS DA AMBULÂNCIA,PP,8306,0.4766988062442608
SÃO MIGUEL ARCANJO,ZÉ KODAWARA,PSD,5375,0.3084825528007346
SÃO MIGUEL ARCANJO,JULIO BUSCARIOL,PL,2671,0.1532943067033976
SÃO MIGUEL ARCANJO,CLAUDINHO FILHO,PDT,1072,0.06152433425160698
TREMEMBÉ,CLEMENTE,PSD,11627,0.5768791863061276
TREMEMBÉ,DR KELTON,PL,8371,0.4153311833291987
TREMEMBÉ,FRANCIS PROFESSOR DE DIREITO,MOBILIZA,157,0.007789630364673778
MARTINÓPOLIS,SORÓ,REPUBLICANOS,4482,0.3301171098180747
MARTINÓPOLIS,BETO LEITE,UNIÃO,4396,0.3237828680857332
MARTINÓPOLIS,MARQUINHOS XAVIER,PSDB,2269,0.1671208661707299
MARTINÓPOLIS,CARLINHOS DO POSTO,PSD,1570,0.11563673860204758
MARTINÓPOLIS,ANA LAURA FISIOTERAPEUTA,PRD,860,0.0633424173234146
CONCHAS,PAULO NUNES,PDT,2893,0.3219810795770729
CONCHAS,ZINHO MIRANDA,MDB,2090,0.23260990539788537
CONCHAS,PASTOR CESAR,PP,1884,0.20968280467445743
CONCHAS,ANTONELLI (CIDINHO) ,PRTB,1444,0.1607122982749026
CONCHAS,EVA CAMPOS,REPUBLICANOS,602,0.06700055648302727
CONCHAS,SALOMÃO SIMPRÃO,PT,72,0.008013355592654424
CHAVANTES,FILIPE,PL,2316,0.3626683369871594
CHAVANTES,PEDRINHO DO MARQUES,UNIÃO,1617,0.2532101471969934
CHAVANTES,MAICON BRIZOLA,PODE,1509,0.23629815220795491
CHAVANTES,ROSIANE,PDT,944,0.14782336360789228
SANTA CRUZ DA ESPERANÇA,MARQUIM DO DIDA,MDB,1119,0.5595
SANTA CRUZ DA ESPERANÇA,DIMAR DE BRITO,PSD,795,0.3975
SANTA CRUZ DA ESPERANÇA,WANDERSON,PSB,86,0.043
ITIRAPUÃ,GERSON ALVES,PSD,2718,0.6606708799222168
ITIRAPUÃ,DANIEL DA FABRICA,REPUBLICANOS,1396,0.33932912007778315
TAQUARITUBA,ÉDER MIANO,PP,8224,0.5801763668430335
TAQUARITUBA,DR MARCELO MILLA,PSD,5951,0.41982363315696647
ITAPORANGA,FABIO BENINI,PSB,4005,0.4878197320341047
ITAPORANGA,FIO DA LOTÉRICA,PP,3795,0.46224116930572473
ITAPORANGA,CARLINHOS PRESTES,PT,410,0.049939098660170524
LUCÉLIA,TATI GUILHERMINO,PSD,6537,0.6858671702864337
LUCÉLIA,VINICIUS BUSSI,PP,2086,0.21886475710838318
LUCÉLIA,MARCOS LIMA,REPUBLICANOS,661,0.06935263875773791
LUCÉLIA,SIDNEY CAMPAGNONE,MDB,247,0.025915433847445178
SAGRES,BETO PIRES,PSD,1370,0.7837528604118993
SAGRES,ROBERTO CURISCO,UNIÃO,378,0.21624713958810068
BURITAMA,DOUTOR TIAGO,PP,5165,0.5024807860686837
BURITAMA,LUCIANO DA LOZA,PL,4946,0.4811752115964588
BURITAMA,MARCÃO MENDES,MDB,168,0.016344002334857475
BIRIGUI,SAMANTA BORINI,PSD,24663,0.4186058353276643
BIRIGUI,CRISTIANO SALMEIRAO,AVANTE,16535,0.2806490486616766
BIRIGUI,AÉCIO LIMA,REPUBLICANOS,7788,0.1321859565150975
BIRIGUI,ANDRÉ FERMINO,PP,6995,0.11872634383963881
BIRIGUI,KARLLINY MARTINS,PT,2936,0.049832815655922735
RAFARD,FABINHO,REPUBLICANOS,4252,0.7588791718722113
RAFARD,RODRIGO PROENÇA,PL,1281,0.22862752097090844
RAFARD,GERALDO DA FARMÁCIA ESTANISLAU,MDB,70,0.012493307156880244
VARGEM GRANDE DO SUL,CELSO RIBEIRO,REPUBLICANOS,10940,0.5062471078204535
VARGEM GRANDE DO SUL,ROSSI,PSD,5963,0.275937066173068
VARGEM GRANDE DO SUL,MAGALHÃES,PL,4707,0.21781582600647847
RIBEIRÃO DOS ÍNDIOS,NINO TERCINO,PSD,967,0.5694935217903416
RIBEIRÃO DOS ÍNDIOS,ARLETE,PSB,731,0.4305064782096584
OSVALDO CRUZ,VERA MORENA,PP,6865,0.41410302810954275
OSVALDO CRUZ,MAZUCATO,PL,6146,0.370732295813729
OSVALDO CRUZ,RENATA CONEGLIAN,AVANTE,3567,0.2151646760767282
ÁLVARES FLORENCE,ADILSON LEITE,PSD,1883,0.6194078947368421
ÁLVARES FLORENCE,ZÉ CARLOS,MDB,1157,0.3805921052631579
QUINTANA,FERNANDO ITAPUÃ,PSD,2588,0.6046728971962617
QUINTANA,NILTON SILVERIO,REPUBLICANOS,1692,0.39532710280373834
ADAMANTINA,JOSÉ TIVERON,NOVO,7323,0.394388194743645
ADAMANTINA,ALCIO IKEDA,REPUBLICANOS,6601,0.35550409306333475
ADAMANTINA,DANIEL ROBLES,PSD,4230,0.22781128823782854
ADAMANTINA,DR JORGE DE ALMEIDA,PP,414,0.022296423955191727
RIO CLARO,GUSTAVO PERISSINOTTO,PSD,56056,0.5668979187314173
RIO CLARO,ROGÉRIO GUEDES,PL,37673,0.3809894621872535
RIO CLARO,AIRTON MOREIRA,PSOL,3189,0.032250561275055115
RIO CLARO,PROFESSOR SARTI,PSB,1964,0.019862057806274144
LENÇÓIS PAULISTA,CAGARETE ANDRÉ SASSO,PP,17321,0.5012878765953752
LENÇÓIS PAULISTA,DR NORBERTO,PL,16967,0.4910427459265476
LENÇÓIS PAULISTA,CLAUDIO AGUIAR PASTOR,PDT,265,0.007669377478077157
LIMEIRA,BETINHO NEVES,MDB,58970,0.38807797096489727
LIMEIRA,MURILO FÉLIX,PODE,49072,0.32293983705595114
LIMEIRA,ERIKA TANK,PL,37162,0.24456085394264054
LIMEIRA,MITSUNAGA,PT,6750,0.04442133803651105
ILHA SOLTEIRA,RODRIGO KOKIM,PL,4975,0.3712686567164179
ILHA SOLTEIRA,DR. EMANUEL ZINEZI,MDB,4566,0.3407462686567164
ILHA SOLTEIRA,DR DILSON CESAR,PODE,3859,0.2879850746268657
RIVERSUL,MARCÃO,PSD,1943,0.5111812680873454
RIVERSUL,DOMINGOS,PP,1704,0.4483030781373323
RIVERSUL,CARLOS CESAR,MDB,154,0.040515653775322284
SÃO JOÃO DAS DUAS PONTES,JUNINHO BARUCI,PL,1109,0.5509190263288624
SÃO JOÃO DAS DUAS PONTES,DEISI MEDES,REPUBLICANOS,800,0.39741679085941384
SÃO JOÃO DAS DUAS PONTES,VADO,PT,104,0.051664182811723795
ITAOCA,FREDERICO,PL,1659,0.6878109452736318
ITAOCA,EZIQUIEL FORTES,PSD,753,0.31218905472636815
SALTO,GERALDO GARCIA,PP,31843,0.49248352872034395
SALTO,LAERTE SONSIN,PL,21660,0.33499334962417643
SALTO,VINICIUS SAUDINO,PSD,8187,0.12662006248260077
SALTO,CORDEIRO,PT,2968,0.04590305917287884
ITAPUÍ,CLELIA,PSD,3546,0.46929592376919005
ITAPUÍ,PILAO,PL,2869,0.3796982530439386
ITAPUÍ,DOUTORA DAYANE,MDB,1141,0.15100582318687136
ÁGUAS DE LINDÓIA,GERALDINHO MANTOVANI,PSD,5286,0.5171199373899432
ÁGUAS DE LINDÓIA,MAURÍCIO MARIANO,REPUBLICANOS,3359,0.32860496967325376
ÁGUAS DE LINDÓIA,EDSON AMBAR,PL,1577,0.15427509293680297
IPORANGA,MARQUINHOS,UNIÃO,1443,0.5155412647374062
IPORANGA,ALESSANDRO MENDES,PSD,1356,0.4844587352625938
ARANDU,FLAVIO GALHEGO,REPUBLICANOS,2567,0.571969696969697
ARANDU,CASTELO,PL,1746,0.3890374331550802
ARANDU,MANÉ DO CHAPARRAL,PSD,175,0.03899286987522282
GUZOLÂNDIA,JUNIOR,MDB,1933,0.6737539212269084
GUZOLÂNDIA,MARCIO CARDOSO,PSD,936,0.3262460787730917
IACANGA,FÁTIMA PINHEIRO,REPUBLICANOS,3440,0.51182859693498
IACANGA,NETO QUEQUIM,MDB,3281,0.4881714030650201
IPERÓ,LÉO FOLIM,PSD,12964,1.0
JACUPIRANGA,PROF.JESSÉ,REPUBLICANOS,3473,0.3892624971979377
JACUPIRANGA,ROBERTO GARCIA,PL,3180,0.35642232683254876
JACUPIRANGA,IVAN FILHO,PODE,1986,0.22259583053127102
JACUPIRANGA,ROBERTO MARIANO,PT,157,0.01759695135619816
JACUPIRANGA,CLÁUDIO LÁZARO,PSD,126,0.014122394082044385
JUQUIÁ,CIRILO,UNIÃO,5254,0.47491638795986624
JUQUIÁ,GILBERTO MATSUSUE,PSB,4344,0.39266021874717527
