NR_ZONA,NM_VOTAVEL,SG_PARTIDO,QT_VOTOS,BAIRRO,RANK
260,DATENA,PSDB,2171,SACOMA,5
260,MARINA HELENA,NOVO,1684,SACOMA,6
260,RICARDO SENESE,UP,110,SACOMA,7
260,ALTINO PRAZERES,PSTU,51,SACOMA,8
260,JOÃO PIMENTA,PCO,24,SACOMA,9
260,BEBETO HADDAD,DC,9,SACOMA,10
280,RICARDO NUNES,MDB,39620,SOCORRO,1
280,GUILHERME BOULOS,PSOL,34198,SOCORRO,2
280,PABLO MARÇAL,PRTB,29875,SOCORRO,3
280,TABATA AMARAL,PSB,9381,SOCORRO,4
280,DATENA,PSDB,1674,SOCORRO,5
280,MARINA HELENA,NOVO,1181,SOCORRO,6
280,RICARDO SENESE,UP,125,SOCORRO,7
280,ALTINO PRAZERES,PSTU,53,SOCORRO,8
280,BEBETO HADDAD,DC,9,SOCORRO,9
280,JOÃO PIMENTA,PCO,9,SOCORRO,10
280,RICARDO NUNES,MDB,39620,CID DUTRA,1
280,GUILHERME BOULOS,PSOL,34198,CID DUTRA,2
280,PABLO MARÇAL,PRTB,29875,CID DUTRA,3
280,TABATA AMARAL,PSB,9381,CID DUTRA,4
280,DATENA,PSDB,1674,CID DUTRA,5
280,MARINA HELENA,NOVO,1181,CID DUTRA,6
280,RICARDO SENESE,UP,125,CID DUTRA,7
280,ALTINO PRAZERES,PSTU,53,CID DUTRA,8
280,BEBETO HADDAD,DC,9,CID DUTRA,9
280,JOÃO PIMENTA,PCO,9,CID DUTRA,10
320,RICARDO NUNES,MDB,38804,JABAQUARA,1
320,GUILHERME BOULOS,PSOL,33242,JABAQUARA,2
320,PABLO MARÇAL,PRTB,31323,JABAQUARA,3
320,TABATA AMARAL,PSB,13466,JABAQUARA,4
320,DATENA,PSDB,2495,JABAQUARA,5
320,MARINA HELENA,NOVO,1712,JABAQUARA,6
320,RICARDO SENESE,UP,151,JABAQUARA,7
320,ALTINO PRAZERES,PSTU,56,JABAQUARA,8
320,JOÃO PIMENTA,PCO,21,JABAQUARA,9
320,BEBETO HADDAD,DC,13,JABAQUARA,10
325,PABLO MARÇAL,PRTB,30838,PIRITUBA,1
325,RICARDO NUNES,MDB,28309,PIRITUBA,2
325,GUILHERME BOULOS,PSOL,26935,PIRITUBA,3
325,TABATA AMARAL,PSB,10877,PIRITUBA,4
325,DATENA,PSDB,1880,PIRITUBA,5
325,MARINA HELENA,NOVO,1632,PIRITUBA,6
325,RICARDO SENESE,UP,84,PIRITUBA,7
325,ALTINO PRAZERES,PSTU,46,PIRITUBA,8
325,JOÃO PIMENTA,PCO,16,PIRITUBA,9
325,BEBETO HADDAD,DC,14,PIRITUBA,10
325,PABLO MARÇAL,PRTB,30838,SAO DOMINGOS,1
325,RICARDO NUNES,MDB,28309,SAO DOMINGOS,2
325,GUILHERME BOULOS,PSOL,26935,SAO DOMINGOS,3
325,TABATA AMARAL,PSB,10877,SAO DOMINGOS,4
325,DATENA,PSDB,1880,SAO DOMINGOS,5
325,MARINA HELENA,NOVO,1632,SAO DOMINGOS,6
325,RICARDO SENESE,UP,84,SAO DOMINGOS,7
325,ALTINO PRAZERES,PSTU,46,SAO DOMINGOS,8
325,JOÃO PIMENTA,PCO,16,SAO DOMINGOS,9
325,BEBETO HADDAD,DC,14,SAO DOMINGOS,10
325,PABLO MARÇAL,PRTB,30838,ANHANGUERA,1
325,RICARDO NUNES,MDB,28309,ANHANGUERA,2
325,GUILHERME BOULOS,PSOL,26935,ANHANGUERA,3
325,TABATA AMARAL,PSB,10877,ANHANGUERA,4
325,DATENA,PSDB,1880,ANHANGUERA,5
325,MARINA HELENA,NOVO,1632,ANHANGUERA,6
325,RICARDO SENESE,UP,84,ANHANGUERA,7
325,ALTINO PRAZERES,PSTU,46,ANHANGUERA,8
325,JOÃO PIMENTA,PCO,16,ANHANGUERA,9
325,BEBETO HADDAD,DC,14,ANHANGUERA,10
326,PABLO MARÇAL,PRTB,32023,ERMELINO MATARAZZO,1
326,RICARDO NUNES,MDB,29170,ERMELINO MATARAZZO,2
326,GUILHERME BOULOS,PSOL,28682,ERMELINO MATARAZZO,3
326,TABATA AMARAL,PSB,8816,ERMELINO MATARAZZO,4
326,DATENA,PSDB,2290,ERMELINO MATARAZZO,5
326,MARINA HELENA,NOVO,1019,ERMELINO MATARAZZO,6
326,RICARDO SENESE,UP,88,ERMELINO MATARAZZO,7
326,ALTINO PRAZERES,PSTU,59,ERMELINO MATARAZZO,8
326,BEBETO HADDAD,DC,16,ERMELINO MATARAZZO,9
326,JOÃO PIMENTA,PCO,12,ERMELINO MATARAZZO,10
326,PABLO MARÇAL,PRTB,32023,VILA JACUI,1
326,RICARDO NUNES,MDB,29170,VILA JACUI,2
326,GUILHERME BOULOS,PSOL,28682,VILA JACUI,3
326,TABATA AMARAL,PSB,8816,VILA JACUI,4
326,DATENA,PSDB,2290,VILA JACUI,5
326,MARINA HELENA,NOVO,1019,VILA JACUI,6
326,RICARDO SENESE,UP,88,VILA JACUI,7
326,ALTINO PRAZERES,PSTU,59,VILA JACUI,8
326,BEBETO HADDAD,DC,16,VILA JACUI,9
326,JOÃO PIMENTA,PCO,12,VILA JACUI,10
327,RICARDO NUNES,MDB,34647,FREGUESIA DO O,1
327,PABLO MARÇAL,PRTB,34234,FREGUESIA DO O,2
327,GUILHERME BOULOS,PSOL,33132,FREGUESIA DO O,3
327,TABATA AMARAL,PSB,10954,FREGUESIA DO O,4
327,DATENA,PSDB,2366,FREGUESIA DO O,5
327,MARINA HELENA,NOVO,1485,FREGUESIA DO O,6
327,RICARDO SENESE,UP,100,FREGUESIA DO O,7
327,ALTINO PRAZERES,PSTU,68,FREGUESIA DO O,8
327,JOÃO PIMENTA,PCO,19,FREGUESIA DO O,9
327,BEBETO HADDAD,DC,18,FREGUESIA DO O,10
328,GUILHERME BOULOS,PSOL,41384,CAMPO LIMPO,1
328,PABLO MARÇAL,PRTB,33650,CAMPO LIMPO,2
328,RICARDO NUNES,MDB,28045,CAMPO LIMPO,3
328,TABATA AMARAL,PSB,11325,CAMPO LIMPO,4
328,DATENA,PSDB,2683,CAMPO LIMPO,5
328,MARINA HELENA,NOVO,1383,CAMPO LIMPO,6
328,RICARDO SENESE,UP,95,CAMPO LIMPO,7
328,ALTINO PRAZERES,PSTU,54,CAMPO LIMPO,8
328,BEBETO HADDAD,DC,23,CAMPO LIMPO,9
328,JOÃO PIMENTA,PCO,23,CAMPO LIMPO,10
328,GUILHERME BOULOS,PSOL,41384,VILA ANDRADE,1
328,PABLO MARÇAL,PRTB,33650,VILA ANDRADE,2
328,RICARDO NUNES,MDB,28045,VILA ANDRADE,3
328,TABATA AMARAL,PSB,11325,VILA ANDRADE,4
328,DATENA,PSDB,2683,VILA ANDRADE,5
328,MARINA HELENA,NOVO,1383,VILA ANDRADE,6
328,RICARDO SENESE,UP,95,VILA ANDRADE,7
328,ALTINO PRAZERES,PSTU,54,VILA ANDRADE,8
328,BEBETO HADDAD,DC,23,VILA ANDRADE,9
328,JOÃO PIMENTA,PCO,23,VILA ANDRADE,10
346,GUILHERME BOULOS,PSOL,37667,BUTANTA,1
346,RICARDO NUNES,MDB,35668,BUTANTA,2
346,PABLO MARÇAL,PRTB,31843,BUTANTA,3
346,TABATA AMARAL,PSB,15480,BUTANTA,4
346,MARINA HELENA,NOVO,2697,BUTANTA,5
346,DATENA,PSDB,1880,BUTANTA,6
346,RICARDO SENESE,UP,174,BUTANTA,7
346,ALTINO PRAZERES,PSTU,91,BUTANTA,8
346,JOÃO PIMENTA,PCO,33,BUTANTA,9
346,BEBETO HADDAD,DC,22,BUTANTA,10
346,GUILHERME BOULOS,PSOL,37667,MORUMBI,1
346,RICARDO NUNES,MDB,35668,MORUMBI,2
346,PABLO MARÇAL,PRTB,31843,MORUMBI,3
346,TABATA AMARAL,PSB,15480,MORUMBI,4
346,MARINA HELENA,NOVO,2697,MORUMBI,5
346,DATENA,PSDB,1880,MORUMBI,6
346,RICARDO SENESE,UP,174,MORUMBI,7
346,ALTINO PRAZERES,PSTU,91,MORUMBI,8
346,JOÃO PIMENTA,PCO,33,MORUMBI,9
346,BEBETO HADDAD,DC,22,MORUMBI,10
346,GUILHERME BOULOS,PSOL,37667,VILA SONIA,1
346,RICARDO NUNES,MDB,35668,VILA SONIA,2
346,PABLO MARÇAL,PRTB,31843,VILA SONIA,3
346,TABATA AMARAL,PSB,15480,VILA SONIA,4
346,MARINA HELENA,NOVO,2697,VILA SONIA,5
346,DATENA,PSDB,1880,VILA SONIA,6
346,RICARDO SENESE,UP,174,VILA SONIA,7
346,ALTINO PRAZERES,PSTU,91,VILA SONIA,8
346,JOÃO PIMENTA,PCO,33,VILA SONIA,9
346,BEBETO HADDAD,DC,22,VILA SONIA,10
347,PABLO MARÇAL,PRTB,38451,VILA MATILDE,1
347,RICARDO NUNES,MDB,33040,VILA MATILDE,2
347,GUILHERME BOULOS,PSOL,29203,VILA MATILDE,3
347,TABATA AMARAL,PSB,11762,VILA MATILDE,4
347,DATENA,PSDB,2302,VILA MATILDE,5
347,MARINA HELENA,NOVO,1575,VILA MATILDE,6
347,RICARDO SENESE,UP,128,VILA MATILDE,7
347,ALTINO PRAZERES,PSTU,74,VILA MATILDE,8
347,BEBETO HADDAD,DC,17,VILA MATILDE,9
347,JOÃO PIMENTA,PCO,16,VILA MATILDE,10
347,PABLO MARÇAL,PRTB,38451,ARTUR ALVIM,1
347,RICARDO NUNES,MDB,33040,ARTUR ALVIM,2
347,GUILHERME BOULOS,PSOL,29203,ARTUR ALVIM,3
347,TABATA AMARAL,PSB,11762,ARTUR ALVIM,4
347,DATENA,PSDB,2302,ARTUR ALVIM,5
347,MARINA HELENA,NOVO,1575,ARTUR ALVIM,6
347,RICARDO SENESE,UP,128,ARTUR ALVIM,7
347,ALTINO PRAZERES,PSTU,74,ARTUR ALVIM,8
347,BEBETO HADDAD,DC,17,ARTUR ALVIM,9
347,JOÃO PIMENTA,PCO,16,ARTUR ALVIM,10
348,PABLO MARÇAL,PRTB,38138,VILA FORMOSA,1
348,RICARDO NUNES,MDB,33154,VILA FORMOSA,2
348,GUILHERME BOULOS,PSOL,24754,VILA FORMOSA,3
348,TABATA AMARAL,PSB,10182,VILA FORMOSA,4
348,DATENA,PSDB,2233,VILA FORMOSA,5
348,MARINA HELENA,NOVO,1631,VILA FORMOSA,6
348,RICARDO SENESE,UP,104,VILA FORMOSA,7
348,ALTINO PRAZERES,PSTU,41,VILA FORMOSA,8
348,JOÃO PIMENTA,PCO,19,VILA FORMOSA,9
348,BEBETO HADDAD,DC,15,VILA FORMOSA,10
349,PABLO MARÇAL,PRTB,26659,JACANA,1
349,RICARDO NUNES,MDB,25346,JACANA,2
349,GUILHERME BOULOS,PSOL,21282,JACANA,3
349,TABATA AMARAL,PSB,8267,JACANA,4
349,DATENA,PSDB,1780,JACANA,5
349,MARINA HELENA,NOVO,1051,JACANA,6
349,RICARDO SENESE,UP,99,JACANA,7
349,ALTINO PRAZERES,PSTU,50,JACANA,8
349,BEBETO HADDAD,DC,14,JACANA,9
349,JOÃO PIMENTA,PCO,9,JACANA,10
350,PABLO MARÇAL,PRTB,75066,SAPOPEMBA,1
350,GUILHERME BOULOS,PSOL,68487,SAPOPEMBA,2
350,RICARDO NUNES,MDB,63522,SAPOPEMBA,3
350,TABATA AMARAL,PSB,20959,SAPOPEMBA,4
350,DATENA,PSDB,5238,SAPOPEMBA,5
350,MARINA HELENA,NOVO,2537,SAPOPEMBA,6
350,RICARDO SENESE,UP,216,SAPOPEMBA,7
350,ALTINO PRAZERES,PSTU,132,SAPOPEMBA,8
350,BEBETO HADDAD,DC,37,SAPOPEMBA,9
350,JOÃO PIMENTA,PCO,28,SAPOPEMBA,10
351,RICARDO NUNES,MDB,27900,CID ADEMAR,1
351,GUILHERME BOULOS,PSOL,23106,CID ADEMAR,2
351,PABLO MARÇAL,PRTB,22826,CID ADEMAR,3
351,TABATA AMARAL,PSB,9805,CID ADEMAR,4
351,DATENA,PSDB,1686,CID ADEMAR,5
351,MARINA HELENA,NOVO,1138,CID ADEMAR,6
351,RICARDO SENESE,UP,63,CID ADEMAR,7
351,ALTINO PRAZERES,PSTU,31,CID ADEMAR,8
351,JOÃO PIMENTA,PCO,13,CID ADEMAR,9
351,BEBETO HADDAD,DC,10,CID ADEMAR,10
352,GUILHERME BOULOS,PSOL,34603,ITAIM PAULISTA,1
352,PABLO MARÇAL,PRTB,34559,ITAIM PAULISTA,2
352,RICARDO NUNES,MDB,33677,ITAIM PAULISTA,3
352,TABATA AMARAL,PSB,9160,ITAIM PAULISTA,4
352,DATENA,PSDB,2827,ITAIM PAULISTA,5
352,MARINA HELENA,NOVO,1018,ITAIM PAULISTA,6
352,RICARDO SENESE,UP,77,ITAIM PAULISTA,7
352,ALTINO PRAZERES,PSTU,47,ITAIM PAULISTA,8
352,BEBETO HADDAD,DC,14,ITAIM PAULISTA,9
352,JOÃO PIMENTA,PCO,12,ITAIM PAULISTA,10
353,GUILHERME BOULOS,PSOL,38529,GUAIANASES,1
353,PABLO MARÇAL,PRTB,33977,GUAIANASES,2
353,RICARDO NUNES,MDB,32834,GUAIANASES,3
353,TABATA AMARAL,PSB,9136,GUAIANASES,4
353,DATENA,PSDB,2709,GUAIANASES,5
353,MARINA HELENA,NOVO,939,GUAIANASES,6
353,RICARDO SENESE,UP,104,GUAIANASES,7
353,ALTINO PRAZERES,PSTU,37,GUAIANASES,8
353,BEBETO HADDAD,DC,17,GUAIANASES,9
353,JOÃO PIMENTA,PCO,12,GUAIANASES,10
353,GUILHERME BOULOS,PSOL,38529,IGUATEMI,1
353,PABLO MARÇAL,PRTB,33977,IGUATEMI,2
353,RICARDO NUNES,MDB,32834,IGUATEMI,3
353,TABATA AMARAL,PSB,9136,IGUATEMI,4
353,DATENA,PSDB,2709,IGUATEMI,5
353,MARINA HELENA,NOVO,939,IGUATEMI,6
353,RICARDO SENESE,UP,104,IGUATEMI,7
353,ALTINO PRAZERES,PSTU,37,IGUATEMI,8
353,BEBETO HADDAD,DC,17,IGUATEMI,9
353,JOÃO PIMENTA,PCO,12,IGUATEMI,10
353,GUILHERME BOULOS,PSOL,38529,LAJEADO,1
353,PABLO MARÇAL,PRTB,33977,LAJEADO,2
353,RICARDO NUNES,MDB,32834,LAJEADO,3
353,TABATA AMARAL,PSB,9136,LAJEADO,4
353,DATENA,PSDB,2709,LAJEADO,5
353,MARINA HELENA,NOVO,939,LAJEADO,6
353,RICARDO SENESE,UP,104,LAJEADO,7
353,ALTINO PRAZERES,PSTU,37,LAJEADO,8
353,BEBETO HADDAD,DC,17,LAJEADO,9
353,JOÃO PIMENTA,PCO,12,LAJEADO,10
371,RICARDO NUNES,MDB,46648,GRAJAU,1
371,GUILHERME BOULOS,PSOL,45697,GRAJAU,2
371,PABLO MARÇAL,PRTB,31417,GRAJAU,3
371,TABATA AMARAL,PSB,9671,GRAJAU,4
371,DATENA,PSDB,1892,GRAJAU,5
371,MARINA HELENA,NOVO,994,GRAJAU,6
371,RICARDO SENESE,UP,95,GRAJAU,7
371,ALTINO PRAZERES,PSTU,42,GRAJAU,8
371,JOÃO PIMENTA,PCO,13,GRAJAU,9
371,BEBETO HADDAD,DC,8,GRAJAU,10
371,RICARDO NUNES,MDB,46648,MARSILAC,1
371,GUILHERME BOULOS,PSOL,45697,MARSILAC,2
371,PABLO MARÇAL,PRTB,31417,MARSILAC,3
371,TABATA AMARAL,PSB,9671,MARSILAC,4
371,DATENA,PSDB,1892,MARSILAC,5
371,MARINA HELENA,NOVO,994,MARSILAC,6
371,RICARDO SENESE,UP,95,MARSILAC,7
371,ALTINO PRAZERES,PSTU,42,MARSILAC,8
371,JOÃO PIMENTA,PCO,13,MARSILAC,9
371,BEBETO HADDAD,DC,8,MARSILAC,10
372,GUILHERME BOULOS,PSOL,59011,JD ANGELA,1
372,RICARDO NUNES,MDB,41556,JD ANGELA,2
372,PABLO MARÇAL,PRTB,40455,JD ANGELA,3
372,TABATA AMARAL,PSB,13792,JD ANGELA,4
372,DATENA,PSDB,3263,JD ANGELA,5
372,MARINA HELENA,NOVO,1293,JD ANGELA,6
372,RICARDO SENESE,UP,105,JD ANGELA,7
372,ALTINO PRAZERES,PSTU,56,JD ANGELA,8
372,JOÃO PIMENTA,PCO,18,JD ANGELA,9
372,BEBETO HADDAD,DC,12,JD ANGELA,10
373,GUILHERME BOULOS,PSOL,78770,CAPAO REDONDO,1
373,PABLO MARÇAL,PRTB,58639,CAPAO REDONDO,2
373,RICARDO NUNES,MDB,54879,CAPAO REDONDO,3
373,TABATA AMARAL,PSB,20286,CAPAO REDONDO,4
373,DATENA,PSDB,4824,CAPAO REDONDO,5
373,MARINA HELENA,NOVO,2074,CAPAO REDONDO,6
373,RICARDO SENESE,UP,146,CAPAO REDONDO,7
373,ALTINO PRAZERES,PSTU,102,CAPAO REDONDO,8
373,JOÃO PIMENTA,PCO,21,CAPAO REDONDO,9
373,BEBETO HADDAD,DC,19,CAPAO REDONDO,10
374,GUILHERME BOULOS,PSOL,45247,JAGUARE,1
374,PABLO MARÇAL,PRTB,38482,JAGUARE,2
374,RICARDO NUNES,MDB,35336,JAGUARE,3
374,TABATA AMARAL,PSB,14578,JAGUARE,4
374,DATENA,PSDB,2949,JAGUARE,5
374,MARINA HELENA,NOVO,2136,JAGUARE,6
374,RICARDO SENESE,UP,132,JAGUARE,7
374,ALTINO PRAZERES,PSTU,93,JAGUARE,8
374,BEBETO HADDAD,DC,32,JAGUARE,9
374,JOÃO PIMENTA,PCO,26,JAGUARE,10
374,GUILHERME BOULOS,PSOL,45247,RAPOSO TAVARES,1
374,PABLO MARÇAL,PRTB,38482,RAPOSO TAVARES,2
374,RICARDO NUNES,MDB,35336,RAPOSO TAVARES,3
374,TABATA AMARAL,PSB,14578,RAPOSO TAVARES,4
374,DATENA,PSDB,2949,RAPOSO TAVARES,5
374,MARINA HELENA,NOVO,2136,RAPOSO TAVARES,6
374,RICARDO SENESE,UP,132,RAPOSO TAVARES,7
374,ALTINO PRAZERES,PSTU,93,RAPOSO TAVARES,8
374,BEBETO HADDAD,DC,32,RAPOSO TAVARES,9
374,JOÃO PIMENTA,PCO,26,RAPOSO TAVARES,10
374,GUILHERME BOULOS,PSOL,45247,RIO PEQUENO,1
374,PABLO MARÇAL,PRTB,38482,RIO PEQUENO,2
374,RICARDO NUNES,MDB,35336,RIO PEQUENO,3
374,TABATA AMARAL,PSB,14578,RIO PEQUENO,4
374,DATENA,PSDB,2949,RIO PEQUENO,5
374,MARINA HELENA,NOVO,2136,RIO PEQUENO,6
374,RICARDO SENESE,UP,132,RIO PEQUENO,7
374,ALTINO PRAZERES,PSTU,93,RIO PEQUENO,8
374,BEBETO HADDAD,DC,32,RIO PEQUENO,9
374,JOÃO PIMENTA,PCO,26,RIO PEQUENO,10
375,GUILHERME BOULOS,PSOL,40692,SAO MATEUS,1
375,PABLO MARÇAL,PRTB,32248,SAO MATEUS,2
375,RICARDO NUNES,MDB,30114,SAO MATEUS,3
375,TABATA AMARAL,PSB,8520,SAO MATEUS,4
375,DATENA,PSDB,2214,SAO MATEUS,5
375,MARINA HELENA,NOVO,1088,SAO MATEUS,6
375,RICARDO SENESE,UP,97,SAO MATEUS,7
375,ALTINO PRAZERES,PSTU,45,SAO MATEUS,8
375,BEBETO HADDAD,DC,16,SAO MATEUS,9
375,JOÃO PIMENTA,PCO,12,SAO MATEUS,10
375,GUILHERME BOULOS,PSOL,40692,SAO RAFAEL,1
375,PABLO MARÇAL,PRTB,32248,SAO RAFAEL,2
375,RICARDO NUNES,MDB,30114,SAO RAFAEL,3
375,TABATA AMARAL,PSB,8520,SAO RAFAEL,4
375,DATENA,PSDB,2214,SAO RAFAEL,5
375,MARINA HELENA,NOVO,1088,SAO RAFAEL,6
375,RICARDO SENESE,UP,97,SAO RAFAEL,7
375,ALTINO PRAZERES,PSTU,45,SAO RAFAEL,8
375,BEBETO HADDAD,DC,16,SAO RAFAEL,9
375,JOÃO PIMENTA,PCO,12,SAO RAFAEL,10
376,RICARDO NUNES,MDB,38510,BRASILANDIA,1
376,GUILHERME BOULOS,PSOL,35574,BRASILANDIA,2
376,PABLO MARÇAL,PRTB,33424,BRASILANDIA,3
376,TABATA AMARAL,PSB,9166,BRASILANDIA,4
376,DATENA,PSDB,2812,BRASILANDIA,5
376,MARINA HELENA,NOVO,962,BRASILANDIA,6
376,ALTINO PRAZERES,PSTU,91,BRASILANDIA,7
376,RICARDO SENESE,UP,67,BRASILANDIA,8
376,BEBETO HADDAD,DC,17,BRASILANDIA,9
376,JOÃO PIMENTA,PCO,17,BRASILANDIA,10
381,RICARDO NUNES,MDB,49325,PARELHEIROS,1
381,GUILHERME BOULOS,PSOL,45062,PARELHEIROS,2
381,PABLO MARÇAL,PRTB,32892,PARELHEIROS,3
381,TABATA AMARAL,PSB,9557,PARELHEIROS,4
381,DATENA,PSDB,1951,PARELHEIROS,5
381,MARINA HELENA,NOVO,1082,PARELHEIROS,6
381,RICARDO SENESE,UP,93,PARELHEIROS,7
381,ALTINO PRAZERES,PSTU,67,PARELHEIROS,8
381,BEBETO HADDAD,DC,14,PARELHEIROS,9
381,JOÃO PIMENTA,PCO,10,PARELHEIROS,10
389,GUILHERME BOULOS,PSOL,32295,PERUS,1
389,RICARDO NUNES,MDB,31223,PERUS,2
389,PABLO MARÇAL,PRTB,28931,PERUS,3
389,TABATA AMARAL,PSB,6846,PERUS,4
389,DATENA,PSDB,1732,PERUS,5
389,MARINA HELENA,NOVO,896,PERUS,6
389,RICARDO SENESE,UP,67,PERUS,7
389,ALTINO PRAZERES,PSTU,34,PERUS,8
389,JOÃO PIMENTA,PCO,15,PERUS,9
389,BEBETO HADDAD,DC,9,PERUS,10
390,PABLO MARÇAL,PRTB,26348,CANGAIBA,1
390,RICARDO NUNES,MDB,22983,CANGAIBA,2
390,GUILHERME BOULOS,PSOL,20506,CANGAIBA,3
390,TABATA AMARAL,PSB,7592,CANGAIBA,4
390,DATENA,PSDB,1843,CANGAIBA,5
390,MARINA HELENA,NOVO,963,CANGAIBA,6
390,RICARDO SENESE,UP,76,CANGAIBA,7
390,ALTINO PRAZERES,PSTU,32,CANGAIBA,8
390,JOÃO PIMENTA,PCO,11,CANGAIBA,9
390,BEBETO HADDAD,DC,8,CANGAIBA,10
392,PABLO MARÇAL,PRTB,26596,PONTE RASA,1
392,RICARDO NUNES,MDB,23959,PONTE RASA,2
392,GUILHERME BOULOS,PSOL,22461,PONTE RASA,3
392,TABATA AMARAL,PSB,8284,PONTE RASA,4
392,DATENA,PSDB,1959,PONTE RASA,5
392,MARINA HELENA,NOVO,1024,PONTE RASA,6
392,RICARDO SENESE,UP,76,PONTE RASA,7
392,ALTINO PRAZERES,PSTU,33,PONTE RASA,8
392,BEBETO HADDAD,DC,16,PONTE RASA,9
392,JOÃO PIMENTA,PCO,10,PONTE RASA,10
397,GUILHERME BOULOS,PSOL,37231,JD HELENA,1
397,PABLO MARÇAL,PRTB,36886,JD HELENA,2
397,RICARDO NUNES,MDB,34867,JD HELENA,3
397,TABATA AMARAL,PSB,9313,JD HELENA,4
397,DATENA,PSDB,2813,JD HELENA,5
397,MARINA HELENA,NOVO,1024,JD HELENA,6
397,RICARDO SENESE,UP,77,JD HELENA,7
397,ALTINO PRAZERES,PSTU,50,JD HELENA,8
397,JOÃO PIMENTA,PCO,17,JD HELENA,9
397,BEBETO HADDAD,DC,11,JD HELENA,10
403,GUILHERME BOULOS,PSOL,30682,JARAGUA,1
403,RICARDO NUNES,MDB,29516,JARAGUA,2
403,PABLO MARÇAL,PRTB,27995,JARAGUA,3
403,TABATA AMARAL,PSB,8039,JARAGUA,4
403,DATENA,PSDB,1969,JARAGUA,5
403,MARINA HELENA,NOVO,1083,JARAGUA,6
403,RICARDO SENESE,UP,71,JARAGUA,7
403,ALTINO PRAZERES,PSTU,43,JARAGUA,8
403,BEBETO HADDAD,DC,20,JARAGUA,9
403,JOÃO PIMENTA,PCO,14,JARAGUA,10
404,GUILHERME BOULOS,PSOL,46615,CID TIRADENTES,1
404,RICARDO NUNES,MDB,36456,CID TIRADENTES,2
404,PABLO MARÇAL,PRTB,31544,CID TIRADENTES,3
404,TABATA AMARAL,PSB,9554,CID TIRADENTES,4
404,DATENA,PSDB,2507,CID TIRADENTES,5
404,MARINA HELENA,NOVO,864,CID TIRADENTES,6
404,RICARDO SENESE,UP,92,CID TIRADENTES,7
404,ALTINO PRAZERES,PSTU,51,CID TIRADENTES,8
404,BEBETO HADDAD,DC,19,CID TIRADENTES,9
404,JOÃO PIMENTA,PCO,12,CID TIRADENTES,10
405,GUILHERME BOULOS,PSOL,22815,JOSE BONIFACIO,1
405,RICARDO NUNES,MDB,20125,JOSE BONIFACIO,2
405,PABLO MARÇAL,PRTB,19465,JOSE BONIFACIO,3
405,TABATA AMARAL,PSB,6259,JOSE BONIFACIO,4
405,DATENA,PSDB,1652,JOSE BONIFACIO,5
405,MARINA HELENA,NOVO,686,JOSE BONIFACIO,6
405,RICARDO SENESE,UP,62,JOSE BONIFACIO,7
405,ALTINO PRAZERES,PSTU,29,JOSE BONIFACIO,8
405,BEBETO HADDAD,DC,11,JOSE BONIFACIO,9
405,JOÃO PIMENTA,PCO,5,JOSE BONIFACIO,10
408,GUILHERME BOULOS,PSOL,36862,JD SAO LUIS,1
408,RICARDO NUNES,MDB,30885,JD SAO LUIS,2
408,PABLO MARÇAL,PRTB,30049,JD SAO LUIS,3
408,TABATA AMARAL,PSB,11537,JD SAO LUIS,4
408,DATENA,PSDB,2059,JD SAO LUIS,5
408,MARINA HELENA,NOVO,1608,JD SAO LUIS,6
408,RICARDO SENESE,UP,90,JD SAO LUIS,7
408,ALTINO PRAZERES,PSTU,68,JD SAO LUIS,8
408,JOÃO PIMENTA,PCO,14,JD SAO LUIS,9
408,BEBETO HADDAD,DC,7,JD SAO LUIS,10
413,RICARDO NUNES,MDB,29711,CURSINO,1
413,PABLO MARÇAL,PRTB,29620,CURSINO,2
413,GUILHERME BOULOS,PSOL,28099,CURSINO,3
413,TABATA AMARAL,PSB,10943,CURSINO,4
413,DATENA,PSDB,2149,CURSINO,5
413,MARINA HELENA,NOVO,1475,CURSINO,6
413,RICARDO SENESE,UP,95,CURSINO,7
413,ALTINO PRAZERES,PSTU,46,CURSINO,8
413,JOÃO PIMENTA,PCO,17,CURSINO,9
413,BEBETO HADDAD,DC,11,CURSINO,10
417,PABLO MARÇAL,PRTB,25863,PARQUE DO CARMO,1
417,GUILHERME BOULOS,PSOL,24086,PARQUE DO CARMO,2
417,RICARDO NUNES,MDB,22987,PARQUE DO CARMO,3
417,TABATA AMARAL,PSB,7943,PARQUE DO CARMO,4
417,DATENA,PSDB,1762,PARQUE DO CARMO,5
417,MARINA HELENA,NOVO,976,PARQUE DO CARMO,6
417,RICARDO SENESE,UP,78,PARQUE DO CARMO,7
417,ALTINO PRAZERES,PSTU,47,PARQUE DO CARMO,8
417,BEBETO HADDAD,DC,11,PARQUE DO CARMO,9
417,JOÃO PIMENTA,PCO,8,PARQUE DO CARMO,10
418,RICARDO NUNES,MDB,46397,PEDREIRA,1
418,PABLO MARÇAL,PRTB,33440,PEDREIRA,2
418,GUILHERME BOULOS,PSOL,32992,PEDREIRA,3
418,TABATA AMARAL,PSB,13254,PEDREIRA,4
418,DATENA,PSDB,2180,PEDREIRA,5
418,MARINA HELENA,NOVO,1303,PEDREIRA,6
418,RICARDO SENESE,UP,97,PEDREIRA,7
418,ALTINO PRAZERES,PSTU,35,PEDREIRA,8
418,JOÃO PIMENTA,PCO,13,PEDREIRA,9
418,BEBETO HADDAD,DC,8,PEDREIRA,10
